age,id_number,phone,children,seniority_months,net_salary,other_income,household_income,fixed_expenses,existing_loans,existing_loan_amount_remaining,existing_loan_monthly,account_number,savings,assets_value,credit_amount,credit_duration_months,dti,risk_score,default,dti_risk,score_group_Bon,score_group_Moyen,score_group_Risque élevé,score_group_Très risqué,credit_type_encoded,contract_type_encoded
72,10001648,295977279,0,59,2622,0,2622,228,False,0,0,6134408833183801,237,0,6754,43,0.0599045642417469,0.2299882795312175,0,0,True,False,False,False,,1.0
58,10001649,255283492,0,23,2300,0,2300,762,False,0,0,6934769123779398,6,90271,18593,32,0.2526222826086956,0.3506800282699889,1,0,False,True,False,False,,1.0
50,10001650,266615250,1,27,790,0,790,227,True,7118,68,122016318520023,2260,0,4215,21,0.3401446654611211,0.521948505821275,1,0,False,False,True,False,,3.0
43,10001651,294728082,0,7,543,0,543,469,False,0,0,9152313363140982,2608,22535,16543,16,1.9041206261510129,1.0,1,1,False,False,False,True,,
71,10001652,292182875,2,221,0,0,0,1733,False,0,0,1270231896720129,3916,132180,500,57,8.771929824561404,1.0,1,1,False,False,False,True,,
46,10001653,286723896,1,122,2145,0,2145,1686,True,16778,356,5903177569000191,461,20918,7823,34,0.2732346085287261,0.6654116877348563,1,0,False,False,False,True,,
51,10001654,264327674,0,41,1903,175,2078,1343,True,18553,501,7653244834387151,57,0,2202,20,0.2940808469682387,0.659401754192048,1,0,False,False,False,True,,3.0
64,10001655,219575640,0,74,1107,0,1107,1758,False,0,0,5474691170870272,1343,0,8129,13,0.5648669307205892,0.631120024020753,1,1,False,False,True,False,,1.0
42,10001656,220618223,2,76,2645,0,2645,1084,True,21325,735,8204009380834912,4002,0,9085,37,0.3707147601287487,0.4216688147552266,0,0,False,True,False,False,,1.0
36,10001657,231743203,2,155,1667,0,1667,896,False,0,0,3216005932418325,10435,0,1226,56,0.0131330876681806,0.0858771102922272,0,0,False,False,False,False,,1.0
40,10001658,256120632,0,192,1595,756,2351,468,False,0,0,2762520213116795,1766,0,1318,8,0.0700765631646108,0.0578902594640578,0,0,False,False,False,False,,1.0
36,10001659,240630893,1,180,1419,0,1419,1665,False,0,0,4283267011678116,956,7294,7259,36,0.1420992874481246,0.4065078551547896,1,0,False,True,False,False,,1.0
41,10001660,252074850,1,122,2729,0,2729,653,False,0,0,7862902515386426,2306,67454,4634,12,0.1415048247221204,0.1929904224986886,0,0,False,False,False,False,,1.0
45,10001661,252530677,0,201,860,0,860,631,False,0,0,7302209941753040,4370,0,7402,43,0.2001622498647917,0.2720627936345219,0,0,True,False,False,False,,1.0
59,10001662,297645934,0,37,928,1139,2067,268,True,1476,20,5319841050755084,702,0,11850,65,0.0978750325629861,0.346751387567023,1,0,True,False,False,False,,1.0
31,10001663,249105187,0,19,1185,0,1185,282,True,3855,54,8528467703784679,18414,735,10815,54,0.2145804031879981,0.3715283638068448,0,0,False,True,False,False,,3.0
31,10001664,245899536,2,45,1209,0,1209,224,False,0,0,7008307644058355,3875,0,15352,24,0.529087400055142,0.5389477894995363,1,1,False,False,True,False,,3.0
43,10001665,291253395,0,102,2701,1907,4608,1195,False,0,0,172727973282901,1814,0,9543,10,0.2070963541666666,0.283724869682523,0,0,True,False,False,False,,1.0
29,10001666,296522692,1,0,654,0,654,1121,False,0,0,8320511213406368,6268,0,10113,79,0.1957380095227035,0.561458291399541,1,0,False,False,True,False,,
52,10001667,263077115,2,187,2128,0,2128,396,False,0,0,199050240651174,5018,15776,154622,359,0.2023975328292877,0.3023819213801986,0,0,True,False,False,False,,1.0
68,10001668,246406303,1,45,0,0,0,1531,True,1837,44,7117064857968863,548,32926,22850,66,390.2121212121212,1.0,1,1,False,False,False,True,,
37,10001669,269713250,0,174,2015,0,2015,139,False,0,0,1240790448138819,1113,143207,500,58,0.0042782578933858,0.0120586976982972,0,0,False,False,False,False,,1.0
68,10001670,258743159,3,55,0,0,0,649,True,10961,199,114567677619524,28516,0,26203,46,768.6304347826087,1.0,1,1,False,False,False,True,,
37,10001671,288775038,0,113,2389,0,2389,441,False,0,0,9601709217645177,756,24558,5078,54,0.0393625102708401,0.2136647742103763,0,0,True,False,False,False,,1.0
59,10001672,279918804,0,370,1370,0,1370,459,True,10878,572,223804534782772,1262,0,11560,21,0.8193256864789711,0.8061537275927116,1,1,False,False,False,True,,2.0
27,10001673,270436720,2,46,1576,0,1576,610,False,0,0,5320959284898735,19943,68964,22036,24,0.5825930626057529,0.310100002364889,0,1,True,False,False,False,,1.0
49,10001674,265564671,0,264,2250,331,2581,1772,False,0,0,8727299335702409,2633,0,7480,46,0.0630022067617876,0.4077925636263587,0,0,False,True,False,False,,
47,10001675,232457056,3,165,1848,0,1848,582,False,0,0,3986639846484427,1070,100536,29788,81,0.1990005878894767,0.3196566350820252,0,0,True,False,False,False,,1.0
66,10001676,234680787,0,35,3185,0,3185,239,False,0,0,3983565239188676,15477,0,1444,36,0.0125937554508983,0.016293389150532,0,0,False,False,False,False,,1.0
68,10001677,213100576,0,302,1191,0,1191,466,False,0,0,2273533406201663,3081,0,508,22,0.0193878329898481,0.2164453095183573,0,0,True,False,False,False,,2.0
46,10001678,226782572,0,225,1369,0,1369,942,False,0,0,3401421563452636,3561,24416,13563,43,0.2304007338576792,0.3428676831678658,0,0,True,False,False,False,,1.0
49,10001679,241491128,1,40,1285,0,1285,1482,False,0,0,2886233570444551,3637,205309,1412,20,0.0549416342412451,0.3449727626459143,0,0,True,False,False,False,,
48,10001680,298855162,1,185,2861,842,3703,369,False,0,0,4344211175494495,1700,0,10889,72,0.0408415098868785,0.2000626400007737,0,0,True,False,False,False,,1.0
35,10001681,243775489,2,32,1311,605,1916,347,False,0,0,7421884246381512,979,0,12319,55,0.1169007401784019,0.4080334097009462,0,0,False,True,False,False,,3.0
37,10001682,220746107,0,317,2394,649,3043,484,False,0,0,9116479246429987,880,25490,198810,97,0.6735417774781397,0.6423894829374328,1,1,False,False,True,False,,
61,10001683,238262427,0,230,2583,0,2583,145,True,2831,25,2473539987591530,10676,0,23155,46,0.2045565486710767,0.2980336982314898,0,0,True,False,False,False,,1.0
36,10001684,232402343,0,146,1859,0,1859,1464,False,0,0,751451834792305,10743,0,5936,15,0.2128743051819975,0.2032777478931325,0,0,True,False,False,False,,1.0
44,10001685,263290556,0,89,1126,0,1126,1259,False,0,0,7824531081246437,7412,0,5076,51,0.0883920175530247,0.3530743913906593,0,0,False,True,False,False,,2.0
35,10001686,223825676,0,234,1197,0,1197,1615,True,21705,529,8624301460669610,841,16310,3503,20,0.5882623224728488,0.839683598265069,1,1,False,False,False,True,,2.0
72,10001687,222825003,3,39,362,0,362,1078,False,0,0,6963749121879065,698,176836,5371,16,0.9273135359116024,1.0,1,1,False,False,False,True,,
44,10001688,218562070,1,236,3277,0,3277,500,False,0,0,614715901125023,5398,4275,32099,12,0.8162699623639508,0.5157623728868342,1,1,False,False,True,False,,1.0
36,10001689,273509922,1,44,215,0,215,1183,True,5382,48,1600402728986832,3517,58429,8672,46,1.1001011122345803,1.0,1,1,False,False,False,True,,3.0
51,10001690,283609531,2,195,2741,1285,4026,268,True,11736,279,1208614984250796,337,0,10844,73,0.1061967077013113,0.3462489343999222,0,0,True,False,False,False,,1.0
70,10001691,217224328,0,126,1225,0,1225,418,True,3254,72,6997842001414424,4717,0,2128,21,0.1414965986394557,0.20778231292517,0,0,True,False,False,False,,1.0
69,10001692,213538638,0,428,1002,0,1002,1074,True,14422,194,6073723861595285,1490,0,84205,154,0.7393071000855432,0.9029623429299528,1,1,False,False,False,True,,2.0
39,10001693,263286118,0,53,921,0,921,1582,False,0,0,9947576379829305,2554,12218,10185,55,0.2010660349422564,0.4879338761575414,1,0,False,True,False,False,,1.0
43,10001694,280327779,1,207,1144,0,1144,516,False,0,0,5779798367607410,1464,17398,10581,68,0.1360165569724393,0.2943943377766907,0,0,True,False,False,False,,1.0
29,10001695,221173787,1,64,2130,0,2130,297,False,0,0,5939481504390356,6376,19324,3459,30,0.054131455399061,0.0425680751173708,0,0,False,False,False,False,,1.0
61,10001696,223949034,0,185,1887,10,1897,1003,False,0,0,285869660963547,12009,0,1398,12,0.0614127569847127,0.2538745387453874,0,0,True,False,False,False,,
73,10001697,245225746,0,30,1229,0,1229,500,False,0,0,6075121018426226,28555,138670,5521,20,0.224613506916192,0.3008706265256305,0,0,True,False,False,False,,
63,10001698,292960269,1,11,1321,0,1321,1261,False,0,0,4418024594085935,762,0,11793,45,0.1983850618218521,0.5596191796330745,1,0,False,False,True,False,,
36,10001699,230840572,2,25,2031,0,2031,992,False,0,0,6535243779507655,2622,17450,17932,25,0.3531659281142294,0.5352885937955555,1,0,False,False,True,False,,3.0
72,10001700,221316066,0,189,1095,0,1095,1387,False,0,0,7374852512258467,562,6946,9123,67,0.1243508484972398,0.5774211811349765,1,0,False,False,True,False,,2.0
64,10001701,297890153,0,302,2493,0,2493,1262,True,15641,265,9017522792949652,20001,14044,16244,65,0.2065413928229812,0.4085491684408651,0,0,False,True,False,False,,
69,10001702,262324272,0,59,1326,0,1326,834,True,34362,1494,3967499902038540,2101,53308,27052,44,1.5903606197723843,1.0,1,1,False,False,False,True,,1.0
54,10001703,251523026,1,39,2271,0,2271,1692,True,5331,76,7008415912426957,2623,54638,17279,70,0.1421588979052651,0.4382616981366156,1,0,False,True,False,False,,1.0
43,10001704,240783635,1,89,2498,0,2498,818,False,0,0,5385139763529461,219,7038,6784,52,0.0522263965018168,0.263554437677459,0,0,True,False,False,False,,1.0
43,10001705,243204998,0,7,1252,0,1252,556,False,0,0,4262040852063346,1333,18074,50026,100,0.3995686900958466,0.571111772294718,1,0,False,False,True,False,,3.0
41,10001706,248141360,2,62,1252,0,1252,505,False,0,0,1189787372826593,573,69921,13187,13,0.8102113541410666,0.7258980186192189,1,1,False,False,False,True,,2.0
25,10001707,269479985,0,62,2580,185,2765,430,True,1050,20,3804191716033308,20493,0,5184,19,0.105910345483963,0.1656914437993718,0,0,False,False,False,False,,1.0
73,10001708,294084814,0,232,1785,0,1785,327,True,1787,20,5441843660209313,1605,0,45616,245,0.1155113473961013,0.3666466802580407,0,0,False,True,False,False,,1.0
62,10001709,226966692,0,28,1087,0,1087,472,False,0,0,7880210936767777,22372,0,6503,30,0.1994173566390678,0.2949003373198405,0,0,True,False,False,False,,
35,10001710,227619715,1,116,178,0,178,688,False,0,0,3657645545903481,630,65057,44675,128,1.9608058286516852,1.0,1,1,False,False,False,True,,2.0
42,10001711,280698159,0,332,0,0,0,657,False,0,0,9543511026939553,182,0,4771,43,110.95348837209302,1.0,1,1,False,False,False,True,,
42,10001712,232898616,0,138,1372,0,1372,452,False,0,0,3089233313514855,2115,0,9236,72,0.0934969225785552,0.2410215896624815,0,0,True,False,False,False,,1.0
36,10001713,213834774,0,81,2425,0,2425,288,False,0,0,702640626067415,2595,60065,9484,13,0.3008406026962728,0.2834326983170138,0,0,True,False,False,False,,1.0
69,10001714,214718421,0,226,1596,0,1596,391,False,0,0,1448762164834279,177,16698,28612,55,0.3259512417407154,0.3658914171228549,0,0,False,True,False,False,,1.0
63,10001715,299060057,0,168,1129,294,1423,201,False,0,0,7302940695725202,889,0,32415,44,0.5177122596307417,0.4227875899103515,1,1,False,True,False,False,,1.0
28,10001716,257894420,2,217,2129,0,2129,1141,True,29352,1048,3589377125828488,618,0,19789,20,0.9569985908877408,0.7569437121717916,1,1,False,False,False,True,,1.0
43,10001717,253647781,0,37,1670,0,1670,701,False,0,0,9199495165991945,39150,0,13429,30,0.2680439121756487,0.3201816367265469,0,0,True,False,False,False,,3.0
40,10001718,273908407,2,193,1690,190,1880,1500,False,0,0,6446452390041524,6476,53441,581,21,0.0147163120567375,0.1255673758865248,0,0,False,False,False,False,,1.0
47,10001719,272705646,0,198,1252,0,1252,1376,False,0,0,2867855470189779,3579,6759,500,31,0.0128826136246521,0.1700092754818097,0,0,False,False,False,False,,1.0
50,10001720,282555977,0,149,2205,0,2205,1485,False,0,0,5014670936725028,8911,8497,18497,17,0.4934507136187808,0.4020551427404133,0,0,False,True,False,False,,1.0
53,10001721,246562845,0,30,2753,399,3152,1084,False,0,0,41770734603161,11339,12169,101362,249,0.129148573991397,0.4308726687559533,0,0,False,True,False,False,,
65,10001722,283624500,0,298,342,0,342,485,False,0,0,3407992164575275,1006,15790,91807,359,0.7477479678769812,0.8596269552465284,1,1,False,False,False,True,,
73,10001723,269706076,0,10,2706,0,2706,1254,False,0,0,4283286785150668,402,79099,5820,78,0.0275740519642958,0.4167297561241272,0,0,False,True,False,False,,3.0
59,10001724,228134815,0,210,1746,794,2540,834,False,0,0,8155715566166894,2555,0,77210,116,0.2620486016834102,0.3474531812046029,0,0,True,False,False,False,,1.0
31,10001725,282381952,1,53,1690,0,1690,1429,True,29915,290,936364605955161,634,144941,3942,20,0.2882248520710059,0.5099660052193462,1,0,False,False,True,False,,1.0
29,10001726,233761455,2,195,2307,0,2307,1074,False,0,0,1339563224518256,5675,0,8778,62,0.0613700239103989,0.1650931632002378,0,0,False,False,False,False,,1.0
41,10001727,289299984,0,89,2282,897,3179,1310,False,0,0,9619212697486978,4215,0,13236,82,0.0507752859850083,0.2184368798972873,0,0,True,False,False,False,,1.0
25,10001728,290206393,0,28,0,289,289,514,False,0,0,4879896319630527,1430,63684,4886,81,0.2087231406723909,0.6417486521805728,1,0,False,False,True,False,,
65,10001729,271276220,0,56,645,0,645,446,False,0,0,436922591642301,3894,0,812,42,0.0299741602067183,0.2657105943152454,0,0,True,False,False,False,,
52,10001730,294697764,0,324,2493,0,2493,900,False,0,0,2746901763191986,55,39253,4729,32,0.0592784797432811,0.4255374350507001,0,0,False,True,False,False,,
52,10001731,295342494,0,45,1213,0,1213,763,False,0,0,3708553606223063,3105,0,2289,31,0.060872802701912,0.2687019652687286,0,0,True,False,False,False,,
35,10001732,285696716,1,28,1661,0,1661,338,False,0,0,5673577569429841,12325,163572,16660,27,0.3714852721475238,0.3811675866108611,0,0,False,True,False,False,,
56,10001733,268381674,0,234,1915,0,1915,517,False,0,0,400327303248274,2672,39048,8236,69,0.0623301926060468,0.200550171034027,0,0,True,False,False,False,,1.0
50,10001734,280257585,0,12,1062,0,1062,1269,False,0,0,6352356118820380,10424,0,191357,268,0.6723339517103747,0.7872761061236446,1,1,False,False,False,True,,
31,10001735,295870691,0,126,3633,1085,4718,1391,False,0,0,6958621853111281,377,90732,16383,26,0.1335556135259399,0.2930444421916525,0,0,True,False,False,False,,1.0
58,10001736,295836028,0,3,1912,0,1912,1511,False,0,0,7790366663694728,1748,32971,13141,47,0.146232084038102,0.5004318936985662,1,0,False,False,True,False,,
64,10001737,281643293,1,42,2054,0,2054,876,False,0,0,1326598450337902,1465,57246,108001,66,0.7966790593372872,0.5799314471357113,1,1,False,False,True,False,,1.0
63,10001738,251562039,0,181,3205,0,3205,1280,False,0,0,9403753531324527,704,96164,13485,41,0.1026216658422434,0.2905146058227639,0,0,True,False,False,False,,1.0
69,10001739,256596140,0,147,444,0,444,1347,False,0,0,5671950305687807,1768,15627,11163,20,1.2570945945945946,1.0,1,1,False,False,False,True,,
35,10001740,274646194,1,97,2250,844,3094,1891,True,18367,1147,1265249489185298,339,0,3418,69,0.3867279353212857,0.5265382545810522,1,0,False,False,True,False,,1.0
60,10001741,282433029,0,88,4126,0,4126,679,False,0,0,3882015149777649,3098,9378,29201,54,0.1310613813037467,0.2558917525748287,0,0,True,False,False,False,,1.0
36,10001742,240484663,0,22,2562,0,2562,435,True,15572,1297,1361657652822619,1140,0,11296,43,0.6087812936840767,0.5487985522522988,1,1,False,False,True,False,,1.0
68,10001743,222019737,3,215,2813,0,2813,1646,True,34801,1338,5490294849434577,2945,0,500,23,0.4833768682668974,0.3811218102289062,0,0,False,True,False,False,,1.0
47,10001744,269305486,0,17,535,0,535,1213,False,0,0,6613886550091595,2656,64668,72101,222,0.6070640734192135,0.9255517465998412,1,1,False,False,False,True,,
44,10001745,251321368,1,377,1334,0,1334,1165,False,0,0,6783239593601941,11596,107463,4438,71,0.046856853263509,0.299739742804654,0,0,True,False,False,False,,2.0
70,10001746,259094606,0,23,2451,0,2451,671,False,0,0,2706618536087807,3722,0,9435,46,0.0836836783566601,0.3456489829254302,0,0,True,False,False,False,,3.0
26,10001747,265325058,1,45,988,0,988,1360,True,442,29,2020338811209966,1251,26279,11254,46,0.276975884527372,0.5950379666577806,1,0,False,False,True,False,,1.0
27,10001748,244870711,0,178,1061,0,1061,258,False,0,0,7637203734483656,2067,100594,19643,48,0.3857013823437009,0.5197109827310673,1,0,False,False,True,False,,2.0
49,10001749,230900054,0,78,2479,1795,4274,1155,True,491,20,7071905657439677,13215,82024,3912,59,0.0201930474370057,0.148613016822252,0,0,False,False,False,False,,1.0
49,10001750,250744867,1,34,2154,740,2894,623,True,3439,34,546739316490954,24975,0,5079,53,0.0448618481960073,0.1502356860648576,0,0,False,False,False,False,,1.0
61,10001751,211416778,3,184,1810,141,1951,1167,False,0,0,6887305886810253,2624,19273,11246,18,0.3202346375078307,0.3711557419545225,1,0,False,True,False,False,,1.0
60,10001752,210012394,0,41,1397,0,1397,381,False,0,0,1292662547800958,17339,0,16357,47,0.2491204556877198,0.2905572731841788,0,0,True,False,False,False,,
43,10001753,280238316,1,34,2362,0,2362,535,False,0,0,401461597000190,6176,83246,11439,61,0.0793922905012423,0.1577603327669956,0,0,False,False,False,False,,1.0
30,10001754,228293937,0,71,1639,677,2316,386,False,0,0,738854673474369,1665,75032,8788,70,0.054206760424377,0.208794434742057,0,0,True,False,False,False,,1.0
55,10001755,256155452,0,17,2288,0,2288,289,False,0,0,3908941319859671,979,0,1305,30,0.0190122377622377,0.2266281431049807,0,0,True,False,False,False,,3.0
65,10001756,248488577,0,125,3311,0,3311,562,False,0,0,8321305428425111,9105,141563,33929,40,0.256183932346723,0.2742648396778309,0,0,True,False,False,False,,1.0
57,10001757,272974683,0,45,2398,0,2398,1185,False,0,0,9035940942941259,2652,9799,9819,47,0.0871204727343708,0.4049602393596692,0,0,False,True,False,False,,3.0
63,10001758,281819757,0,31,1309,0,1309,364,False,0,0,7999032388767660,1367,8818,4776,7,0.5212266724871767,0.5429693261969946,1,1,False,False,True,False,,3.0
54,10001759,211116303,1,97,1902,0,1902,242,False,0,0,6289513403997838,62,0,2388,15,0.083701366982124,0.2473752640365784,0,0,True,False,False,False,,1.0
31,10001760,276025948,0,117,1367,0,1367,380,False,0,0,7443081836329397,14854,0,1871,56,0.0244409029156651,0.051473508203574,0,0,False,False,False,False,,1.0
73,10001761,274030858,0,57,2403,0,2403,492,False,0,0,266382071548185,6775,0,3180,26,0.0508979160664553,0.0510707769134735,0,0,False,False,False,False,,1.0
43,10001762,250213043,1,423,1539,0,1539,981,True,456,20,1331178605776771,2902,0,2865,16,0.1293453541260558,0.3973521767381416,0,0,False,True,False,False,,2.0
26,10001763,211225756,3,59,982,0,982,314,True,18028,198,9288920302875740,27656,13679,500,58,0.2104080342720696,0.3821265538310274,0,0,False,True,False,False,,
42,10001764,267772049,3,99,3601,0,3601,1530,False,0,0,5892303606778719,58,67254,2855,54,0.0146821356207637,0.2655435261827277,0,0,True,False,False,False,,1.0
34,10001765,249315407,2,232,647,0,647,657,True,7706,88,2497265571364967,1517,108241,116008,160,1.256646058732612,0.952361501745128,1,1,False,False,False,True,,1.0
26,10001766,290128487,0,184,2312,0,2312,787,True,18309,300,4514537525744882,481,0,3921,31,0.1844653421140752,0.4003175235401525,0,0,False,True,False,False,,1.0
64,10001767,241033204,1,212,2797,0,2797,1661,False,0,0,5269901851115673,5208,0,19527,63,0.1108160103512266,0.4300651916896834,0,0,False,True,False,False,,
68,10001768,210968781,0,98,1069,308,1377,839,False,0,0,3851576467050680,3201,0,158757,245,0.4705793428482504,0.6255935199610247,1,0,False,False,True,False,,
70,10001769,283579795,3,19,1294,0,1294,1648,False,0,0,9838319346502758,7731,10615,8243,37,0.1721667571744851,0.2723476664031998,0,0,True,False,False,False,,1.0
48,10001770,260149632,1,218,351,0,351,1519,False,0,0,6034563338923495,11445,67664,10175,60,0.4831433998100665,0.9924026590693258,1,0,False,False,False,True,,
40,10001771,235309568,0,170,1925,0,1925,1561,False,0,0,2457051557826388,971,0,8848,22,0.2089256198347107,0.5332606289733444,1,0,False,False,True,False,,
33,10001772,265262252,0,50,83,0,83,417,True,464,20,324271618628697,425,26323,7337,42,2.3456683878370628,1.0,1,1,False,False,False,True,,
28,10001773,285236332,3,29,3378,0,3378,1154,False,0,0,4762370385478726,886,98770,45815,26,0.5216445780388942,0.4560335259785466,1,1,False,True,False,False,,1.0
39,10001774,268667423,0,112,2611,0,2611,517,False,0,0,8193192294123280,3412,18756,29796,59,0.1934189770787217,0.2841672203223341,0,0,True,False,False,False,,1.0
39,10001775,262982727,1,215,2039,0,2039,1568,True,307,20,6253941854554189,23495,26730,22796,67,0.1766742550123341,0.286020364094193,0,0,True,False,False,False,,1.0
69,10001776,243540489,0,42,659,0,659,907,False,0,0,2588314003563032,910,0,4700,35,0.2037719488402341,0.5992427779524704,1,0,False,False,True,False,,
64,10001777,231913660,0,73,1532,0,1532,1368,False,0,0,8267354904798657,5393,95104,20554,58,0.2313180876924462,0.5239959431791028,1,0,False,False,True,False,,2.0
47,10001778,296703417,0,19,2538,0,2538,1644,False,0,0,1689621325086286,1327,10165,164988,266,0.2443875646563216,0.5433095543419472,1,0,False,False,True,False,,3.0
69,10001779,262307771,0,89,1452,0,1452,823,False,0,0,8564347608823092,182,22901,22558,76,0.2044185877917935,0.3651745495739771,0,0,False,True,False,False,,1.0
35,10001780,260782359,0,66,1613,0,1613,1553,False,0,0,5872894673631633,1009,5265,5421,14,0.240058453635639,0.4032249777612806,0,0,False,True,False,False,,1.0
34,10001781,239607414,0,111,1914,0,1914,717,True,4969,76,846017262803364,3459,0,8190,8,0.574582027168234,0.5015654813684821,1,1,False,False,True,False,,1.0
29,10001782,245296615,2,30,1162,0,1162,1133,False,0,0,9084749116343031,940,0,10241,70,0.1259036144578313,0.528262110287329,0,0,False,False,True,False,,3.0
45,10001783,220631350,0,68,756,0,756,1308,True,2055,20,166366228455414,1668,0,8028,35,0.3298563869992441,0.6499169808386398,1,0,False,False,True,False,,1.0
64,10001784,266672010,0,159,1548,0,1548,266,False,0,0,857962295110848,1375,0,34381,28,0.7932124400147655,0.5350617985635904,1,1,False,False,True,False,,1.0
26,10001785,293929434,0,255,955,0,955,445,False,0,0,6106600260469017,1688,19077,9749,14,0.7291697830964847,0.6769375601710681,1,1,False,False,False,True,,
59,10001786,242153442,1,100,1239,0,1239,1308,True,9528,82,4953891624410667,1317,107451,3371,53,0.1175171699636042,0.4272464998777667,1,0,False,True,False,False,,1.0
64,10001787,279338228,0,35,1908,0,1908,403,False,0,0,8845732165024238,1775,75958,8179,41,0.1045533568543232,0.3801051996715012,0,0,False,True,False,False,,3.0
37,10001788,292304487,0,72,2099,0,2099,268,False,0,0,9354407110729850,1624,35939,8359,48,0.0829660949658567,0.2134867404771619,0,0,True,False,False,False,,1.0
30,10001789,246489118,0,312,1346,0,1346,258,False,0,0,2305066714853331,3633,7184,5095,21,0.1802518927333191,0.3082701968660364,0,0,True,False,False,False,,2.0
71,10001790,248208680,1,40,910,853,1763,986,False,0,0,7147955412982492,4045,9895,20262,68,0.1690133796002803,0.4615714601365471,1,0,False,True,False,False,,3.0
64,10001791,297034430,2,28,1016,0,1016,1506,False,0,0,2028815208952176,9475,13393,155568,78,1.96305269533616,1.0,1,1,False,False,False,True,,
29,10001792,281396350,0,6,1701,0,1701,635,False,0,0,8012696250507324,958,23869,99174,186,0.3134588761828905,0.5294480846437319,1,0,False,False,True,False,,3.0
62,10001793,246080681,0,51,425,428,853,1227,False,0,0,9139430325027496,6527,19451,31765,32,1.1637236225087926,0.9901630753652202,1,1,False,False,False,True,,
48,10001794,265419020,1,0,1502,0,1502,897,False,0,0,2383844037654399,106,0,4500,45,0.066577896138482,0.4615016532795937,1,0,False,True,False,False,,
61,10001795,235233016,1,24,1678,0,1678,1038,False,0,0,9428580330864148,411,0,851,8,0.0633939213349225,0.3716677298594906,0,0,False,True,False,False,,3.0
61,10001796,219189076,1,37,436,946,1382,1431,False,0,0,6329085050487159,16708,0,201811,321,0.4549165731185559,0.6707270237490696,1,0,False,False,False,True,,
47,10001797,234482277,2,167,2424,0,2424,726,False,0,0,518237721090744,8687,146752,16534,58,0.1176027085467167,0.1868927407192822,0,0,False,False,False,False,,1.0
55,10001798,228337367,2,120,1442,0,1442,939,False,0,0,4793911717400345,1463,0,12867,40,0.2230755894590846,0.3641684971956799,0,0,False,True,False,False,,1.0
44,10001799,248868823,0,140,2058,0,2058,690,True,100,20,6884865737449666,1183,2101,11630,50,0.1227405247813411,0.3790455661243089,0,0,False,True,False,False,,1.0
29,10001800,224811778,0,11,3020,0,3020,404,False,0,0,723660474120818,5603,0,3034,20,0.0502317880794701,0.1901589403973509,0,0,False,False,False,False,,3.0
50,10001801,295482292,1,11,0,978,978,1421,False,0,0,368938252894043,143,115661,15624,12,1.3312883435582823,1.0,1,1,False,False,False,True,,
68,10001802,271115104,0,292,888,0,888,595,False,0,0,9351602695775266,1854,43617,6704,53,0.1424443311235764,0.4521824757833685,0,0,False,True,False,False,,2.0
53,10001803,292910238,0,153,2081,0,2081,1265,True,1794,30,8480316367817524,544,0,6574,33,0.1101451807842966,0.4186926677754646,0,0,False,True,False,False,,1.0
58,10001804,270769389,0,68,1906,0,1906,809,False,0,0,8135376429839303,1,0,500,54,0.0048579534413742,0.2652113459917055,0,0,True,False,False,False,,1.0
26,10001805,246525224,1,85,1799,0,1799,1613,False,0,0,9539526088532987,2844,161764,2483,7,0.1971730326371794,0.2133605971571508,0,0,True,False,False,False,,1.0
51,10001806,293584597,0,191,3831,551,4382,1015,True,10378,172,3401149974754737,409,0,9615,19,0.1547358812366379,0.5381321058662988,1,0,False,False,True,False,,
64,10001807,276034587,2,202,1756,0,1756,1894,False,0,0,7049909678194565,1376,63466,9542,51,0.1065478583232837,0.3755694065784792,1,0,False,True,False,False,,1.0
48,10001808,235204672,1,23,898,0,898,1097,True,2586,89,9773961034057368,3249,0,83841,170,0.6483099698676799,0.8848142302519184,1,1,False,False,False,True,,
28,10001809,253036072,0,35,1709,0,1709,1141,False,0,0,9108041756943072,383,59723,23474,54,0.2543614416054439,0.3986278152256089,0,0,False,True,False,False,,1.0
67,10001810,212603206,0,163,2519,0,2519,1095,True,24370,386,1887716991658723,2312,0,500,11,0.1712800895016059,0.2337164820094554,0,0,True,False,False,False,,1.0
30,10001811,230421134,2,38,1167,974,2141,1745,False,0,0,6341104857867126,1755,0,16445,49,0.1567549018673326,0.5136153402057743,0,0,False,False,True,False,,
60,10001812,216661503,1,47,1547,661,2208,262,True,6019,109,5728182912789885,1528,6995,29061,68,0.2429201300085251,0.5544515153187209,1,0,False,False,True,False,,3.0
62,10001813,281802559,0,234,1742,0,1742,1172,True,8280,133,2499196084158553,902,0,11380,35,0.2629981958340167,0.490266783131167,0,0,False,True,False,False,,1.0
60,10001814,212970357,0,33,1513,0,1513,2204,True,22286,464,7304376318559670,2759,0,11814,19,0.7176401015758165,0.9088589763386006,1,1,False,False,False,True,,3.0
45,10001815,234956121,2,89,2628,0,2628,1154,False,0,0,7169448144000407,541,0,2902,66,0.016731239333979,0.2352882878365492,0,0,True,False,False,False,,1.0
25,10001816,223726915,0,53,1133,0,1133,568,True,13760,352,5602310640797296,2024,115208,14170,43,0.6015312301155606,0.73724569986476,1,1,False,False,False,True,,
72,10001817,247864772,0,22,1779,0,1779,1892,False,0,0,8228854273449799,1207,0,18767,48,0.2197746861532696,0.5845753802413015,1,0,False,False,True,False,,3.0
